nFID,lat,lon,location,name,last_at,time,city,gender,id,followers_count,friends_count,statuses_count,created_at,domain,status_id,status_text
44420,22.89548,112.88213,广东 佛山,Amanda专属,2014/7/5 0:00,0:40:00,6,f,2118148990,157,279,2474,Thu Apr 28 10:29:22 +0800 2011,,3.77043E+15,转发微博
67216,23.04556,113.11867,广东 梅州,YM-牵厦-里里,2014/7/5 0:00,0:40:00,14,f,2875161280,426,337,2526,Fri Jul 20 13:12:04 +0800 2012,,3.77049E+15,[威武][威武][威武]
104092,23.21914,113.22641,其他,by慧慧,2014/7/5 0:00,0:40:00,1000,f,2142736875,70,59,187,Wed May 25 02:24:04 +0800 2011,,3.76757E+15,来看看我拍的MV：“😝😜”，点此播放>>http://t.cn/R7q2Hyu（通过 #美拍# 录制）
104638,23.20177,113.23617,广东 广州,山下油麦子,2014/7/5 0:00,0:40:00,1,f,1788166627,108,75,842,Fri Aug 06 09:03:44 +0800 2010,strawberrytwogirl,3.77004E+15,又一次在大怒之下爆炸了，物业这些无良制度，一下午就搬瓷砖，2吨多的货够累够火够悲催！怎么我就对不公心怀敌意？哎，气到现在才吃饭。某人总压着我的脾气，这次他也说物业纯属强盗之举！ http://t.cn/R76uVnw
106952,23.13585,113.22014,广东 广州,行动一切,2014/7/5 0:00,0:40:00,1,m,3881203844,10,19,49,Thu Oct 31 00:21:24 +0800 2013,,3.76101E+15,@天生快活小桃子 这次的麻辣香锅跟上次吃的味道不一样的！冰淇淋没想象中的好吃 http://t.cn/Rh3ABoF
107529,23.14559,113.22709,广东 云浮,#NAME?,2014/7/5 0:00,0:40:00,53,f,2936193483,58,31,22,Sat Sep 01 23:25:33 +0800 2012,,3.7683E+15,时间，渐渐带走了年少轻狂。[伤心]
108125,23.1593,113.25669,新疆 乌鲁木齐,雅雅雅雅昕,2014/7/5 0:00,0:40:00,1,f,3348432372,132,118,634,Sun Apr 21 13:13:02 +0800 2013,,3.77062E+15,好生气啊。[鄙视]
142140,23.21133,113.28356,广东 湛江,宁宁宁大先生,2014/7/5 0:00,0:40:00,8,m,2491625973,15,56,172,Thu Jul 19 10:09:37 +0800 2012,,3.77011E+15,没钱的日子很难过~ http://t.cn/z8AODcq
142141,23.20706,113.28468,广东,babaxian,2014/7/5 0:00,0:40:00,1000,f,3295552265,52,41,112,Sat Apr 06 23:10:53 +0800 2013,,3.76897E+15,亲爱的你们！要快快乐乐的哦！ http://t.cn/R7IOhgu
142578,23.27548,113.34263,广东 肇庆,别忘了还有吴亦凡12,2014/7/5 0:00,0:40:00,12,f,5044839539,64,149,134,Sat Feb 22 18:53:32 +0800 2014,,3.74633E+15,秋风吹动额前刘海，遮住了不舍的目光，收拾心情，背上背包，再见了，我度过了整个暑假的地方，这里曾令我抓狂，憋屈，苦恼，气愤……但我相信日后我会微笑想起这里，因为这里留给我的记忆，不仅仅是这些。亲爱的傻逼们。有缘再见了。 http://t.cn/RPupEEN
156749,23.52852,113.60701,广东 广州,_噫呓Anthony,2014/7/5 0:00,0:40:00,1,m,2142174983,289,177,1155,Wed May 25 11:03:59 +0800 2011,,3.77062E+15,//@我的前任是极品: 好像一直在感冒的感觉…//@粽粽粽粽粽粽粽://@八卦_我实在是太CJ了:我的真实写照//@颜土豆avi: 我们鼻炎患者，入睡这个环节真的很痛苦！所以原谅我迟到好吗老板！//@白洱: 我，這幾天，已經失去嗅覺了
159313,23.71297,113.03757,广东 清远,凌腾汽车生活馆,2014/7/5 0:00,0:40:00,18,f,2824091273,766,1602,765,Wed Jun 20 23:22:01 +0800 2012,,3.77072E+15,我蛮喜欢这个哦～ http://t.cn/R7o4zWp
160548,23.74063,112.99681,广东 湛江,Xmfei-,2014/7/5 0:00,0:40:00,8,f,2435453244,258,57,337,Sat Oct 01 01:12:44 +0800 2011,,3.76941E+15,醉了 😂 😂 //@雷鬼膠囊套子aking:哈哈哈哈哈快看啊啊阿！宝贝们记住hòu，点一点，拍一拍，推一推哈哈哈哈看完睡不着了哈哈哈哈笑哭了 尤其最后哈哈哈哈哈
554,22.53043,112.95251,海外 韩国,Iccce-Makeup,2014/7/5 0:00,0:41:00,18,f,1844222770,363,221,9031,Wed Oct 06 23:22:06 +0800 2010,kyleice,3.76549E+15, //@化妆师miuo:[鼓掌]
9204,22.5369,113.92109,广东 深圳,小秋_Fresh,2014/7/5 0:00,0:41:00,3,f,1803048355,564,853,9039,Thu Aug 26 11:30:05 +0800 2010,dy1191737,3.76982E+15,菲诗小铺，可爱女孩桃花腮红 胭脂修容带粉扑，不同时尚的色彩搭配，使美丽的脸庞更妩媚、更加的风采迷人；以多样的色彩充分体现立体感，小巧复古的纸盒包装，方便携带，让你爱不释手哦~~  两个色选 http://t.cn/8kRRpHe
9205,22.50302,113.92863,广东 深圳,沙登芬,2014/7/5 0:00,0:41:00,3,f,3978808012,26,58,78,Thu Apr 03 21:07:09 +0800 2014,,3.76547E+15,一切放下，一切自在。生活中的很多问题，并不需要放在心里；一念放下，才能感受到简单生活的乐趣，才能感受到心灵飞翔的快感。 http://t.cn/R7ZJZ33
9692,22.5126,113.91135,广东 深圳,菊子花开_93,2014/7/5 0:00,0:41:00,3,f,3218558632,151,232,201,Fri Mar 08 19:56:38 +0800 2013,,3.76899E+15,主动久了会累，不如换个心情，换个发型，换个时间，换个地点，再相遇，可好
10199,22.5743,113.86509,广东 广州,Smile容兒loveLiza,2014/7/5 0:00,0:41:00,1,f,2280796653,151,160,3590,Tue Aug 02 02:22:56 +0800 2011,,3.77042E+15,@土豆移动客户端 (╯°Д°)╯︵ ┻━┻ Liza Wang Variety 1982 : http://t.cn/heTTyC（下载土豆移动客户端：http://t.cn/zHRjoFT）
11184,22.52191,113.91899,广东 汕头,Mika-mj,2014/7/5 0:00,0:41:00,5,f,1744739437,1129,329,4851,Fri May 21 13:17:39 +0800 2010,mikatown,3.77029E+15,双面斜纹大披肩 [偷乐]一条当2条用(前三图）[心]抵到爆 [震惊]（PS:更新到此暂停
11674,22.57533,113.9379,广东 深圳,tarbit653376,2014/7/5 0:00,0:41:00,3,m,3865243604,81,807,142,Mon Oct 21 22:47:38 +0800 2013,,3.77043E+15,分享图片
11675,22.6385,113.8302,福建 漳州,幸福的黄小淑,2014/7/5 0:00,0:41:00,6,f,1789844794,440,75,2729,Fri Sep 03 11:35:11 +0800 2010,,3.76422E+15,[伤心][伤心][伤心][伤心]
26484,22.69233,113.93819,广西,秋天落叶冬天下雪,2014/7/5 0:00,0:41:00,1000,f,5198841223,40,119,29,Mon Jun 30 00:01:09 +0800 2014,,3.7699E+15,我分享了@行走悟人生 的文章 http://t.cn/R7itbMU
28329,22.6385,113.8302,福建 漳州,幸福的黄小淑,2014/7/5 0:00,0:41:00,6,f,1789844794,441,75,2729,Fri Sep 03 11:35:11 +0800 2010,,3.76422E+15,[伤心][伤心][伤心][伤心]
38202,22.81187,113.73637,其他,SONGMINNO,2014/7/5 0:00,0:41:00,1000,f,3884588631,35,106,129,Sat Nov 02 18:45:05 +0800 2013,,3.77006E+15,@潤逼好like南甜八- //@咦啵哒:[拜拜]sexy担当 //@是宋多情:不行了看一次笑一次 晚安辣@咦啵哒 😂😂
44403,22.89663,112.87749,广东 佛山,小式其实就是大E,2014/7/5 0:00,0:41:00,6,f,1565321865,110,105,1783,Tue Aug 09 19:19:38 +0800 2011,,3.76992E+15,帮扩啦~~
44449,22.83403,113.01185,广东 佛山,honey冰冻的心,2014/7/5 0:00,0:41:00,6,f,2642526680,446,738,4919,Fri Dec 30 08:44:10 +0800 2011,,3.77039E+15,@头条新闻 @佛山电视台小强热线 
57092,23.01585,113.11573,广东 佛山,肥仔哥哥飞机佬,2014/7/5 0:00,0:41:00,6,m,3219432310,986,1770,5270,Sun Mar 10 07:48:35 +0800 2013,,3.77E+15,#猜机型赢免费机票##猜机型赢免费机票# http://t.cn/R7qClCU 图上机型为：@长荣航空EVAAIR 波音777-300ER型，机身彩绘是海浪（彩带）我最喜欢的台湾彩绘机之一，希望中奖@携程机票 @长荣航空EVAAIR http://t.cn/R7qClCU
67215,23.03599,113.07499,广东 佛山,秋末的一些事一些情,2014/7/5 0:00,0:41:00,6,f,1226845050,1145,72,3238,Tue Nov 03 21:25:33 +0800 2009,nico288,3.77021E+15,[贊]http://t.cn/R76fpRI
69143,23.05909,113.2556,广东 广州,AL小凯,2014/7/5 0:00,0:41:00,1,m,2090197213,728,126,2938,Sat Apr 16 18:43:05 +0800 2011,zsklove,3.76857E+15, //@AWC只愛劉德華Forever:[爱你][爱你][爱你]
92329,23.12131,113.41394,广东 广州,爱梦梦梦梦梦玉,2014/7/5 0:00,0:41:00,1,f,2458108151,76,237,152,Fri Nov 11 09:34:21 +0800 2011,,3.75151E+15,#我的来电秀#:从今天起，告别枯燥的来电显示，秀出我的自信和态度~ 
94603,23.11201,113.54538,广东 湛江,xxx小太阳vvvv,2014/7/5 0:00,0:41:00,8,f,2954608940,189,161,560,Fri Aug 17 18:56:33 +0800 2012,,3.76502E+15,转发微博
104091,23.1593,113.25669,广东 佛山,曹大人看起来才不会好吃QAQ,2014/7/5 0:00,0:41:00,6,m,1786668187,587,279,5660,Wed Aug 04 10:07:17 +0800 2010,,3.77043E+15,最后表情噗...//@越狱兔专属: 建议带他去精神病科看一下···········
140453,23.28428,113.2097,广东 广州,大徐富康,2014/7/5 0:00,0:41:00,1,m,3220798845,28,30,28,Sat Feb 02 00:38:28 +0800 2013,,3.76935E+15,真的喔
141668,23.22024,113.29213,广东 广州,DA牌Ai美丽,2014/7/5 0:00,0:41:00,1,f,5037978893,12271,763,571,Fri Feb 14 20:22:42 +0800 2014,,3.76963E+15,💄Fendi2015早春怪兽情侣款，进口柔软羊京，山羊皮内里，独家开模成型大底，专柜全套包装[鼓掌][鼓掌]男款38码～45码，女款35～39码，大脚男士有福啰[色][色][色]购买请加微信605524591
142137,23.27276,113.20948,广东 广州,LONG_GHao,2014/7/5 0:00,0:41:00,1,m,2138151682,66,96,172,Sat May 07 13:38:25 +0800 2011,,3.72877E+15,放假了，大一生涯结束了，认识了好多伙伴，感觉好好呃[嘻嘻] http://t.cn/8kkz80t
142138,23.21979,113.30014,广东,哈姑-,2014/7/5 0:00,0:41:00,1000,f,5122948962,7,20,5,Sat Apr 26 16:13:32 +0800 2014,,3.72877E+15,开心 😊 http://t.cn/RvBBGEX
156473,23.43283,113.47715,广东 广州,pan娇,2014/7/5 0:00,0:41:00,1,f,3302531531,32,10,181,Wed Mar 06 20:27:45 +0800 2013,,3.759E+15,我讨厌这里的每一个人、、、 http://t.cn/RhTYD06
158401,23.70662,113.03156,广东 清远,港田清云轩五毛起晒相全国发货,2014/7/5 0:00,0:41:00,18,m,2015770123,753,1969,3747,Tue Mar 29 18:50:40 +0800 2011,520bob,3.77028E+15,转发微博
552,22.59006,112.97364,广东 江门,丶偉偉偉偉卍祥,2014/7/5 0:00,0:42:00,7,m,2792963565,114,182,715,Sat Jun 02 00:34:11 +0800 2012,,3.76416E+15,】钻城卡盟丨2014年活动进行中，100万红包免费送，速度抢了【您有新信息 http://t.cn/RhsrI9M 
553,22.50392,113.03787,广东 江门,滢bb259,2014/7/5 0:00,0:42:00,7,f,3214230184,145,289,658,Tue Mar 05 18:50:04 +0800 2013,,3.76947E+15,周六日😉😉 http://t.cn/R7xrQLn
4576,22.63115,113.2459,广东,#NAME?,2014/7/5 0:00,0:42:00,1000,f,2638539295,70,127,174,Mon Feb 20 11:02:10 +0800 2012,,3.76844E+15,"蝴蝶飞动，嗅一鼻薰衣草的浓香。我正在使用""蝴蝶纷飞""封面图，好漂亮，你们都快来试试！http://t.cn/8F70sLL"
8079,22.62559,113.81301,吉林 长春,大自然野生奥特曼,2014/7/5 0:00,0:42:00,1,m,3204478383,420,388,548,Thu Dec 27 10:21:33 +0800 2012,,3.77041E+15, //@_讳言:转发微博
9691,22.63147,113.83339,福建 漳州,幸福的黄小淑,2014/7/5 0:00,0:42:00,6,f,1789844794,440,75,2729,Fri Sep 03 11:35:11 +0800 2010,,3.76422E+15,[伤心][伤心][伤心][伤心]
11183,22.57066,113.87409,广东 深圳,Vame-小龙,2014/7/5 0:00,0:42:00,3,m,2184240743,439,707,3028,Fri Jun 17 18:19:21 +0800 2011,vamesml,3.77036E+15,手机什么型号
12769,22.56899,113.87756,广东 湛江,吴剑锐,2014/7/5 0:00,0:42:00,8,m,1937144554,1031,242,474,Sat Feb 12 22:22:24 +0800 2011,,3.76994E+15,唔好认为你对人好人地就会自然对你好，可能你对距好噶方式令人唔会你噶意思，觉得无必要，最好就量力而为行…
12770,22.57978,113.87018,广东 深圳,大猫的脚步,2014/7/5 0:00,0:42:00,3,m,3534636292,100,212,339,Wed Jun 12 20:13:31 +0800 2013,,3.76929E+15,靠，爆堵 http://t.cn/R7x2AUz
15108,22.56806,114.05555,广东 深圳,狂野人L,2014/7/5 0:00,0:42:00,3,m,2378867905,70,291,451,Sat Sep 24 15:38:08 +0800 2011,,3.77007E+15,　青春如此短暂，不要叹老。偶尔可以停下来休息，但是别蹲下来张望。       　走了一条路的时候，记得别回头看.
26481,22.69295,113.92568,江西 吉安,杜juan花开呀开满后山坡,2014/7/5 0:00,0:42:00,8,f,3560600421,78,97,379,Thu Jun 27 14:20:17 +0800 2013,,3.77044E+15,《好久不见》陈奕迅 我在这里:http://t.cn/8kzyP2K
26482,22.71897,113.8272,其他,浪漫输入梦想,2014/7/5 0:00,0:42:00,1000,m,5202034287,2,18,17,Thu Jul 03 00:13:30 +0800 2014,,3.76343E+15,在中国肯定得上交政府部门了，而且不得私自采摘！ //【越南中部发现1.7米长巨型灵芝 重达220公斤】http://t.cn/RhkPKiF (分享自 @今日头条)
27561,22.64599,113.82423,广东 深圳,口水0708key,2014/7/5 0:00,0:42:00,3,f,1596582702,226,284,1465,Tue Nov 30 17:13:03 +0800 2010,,3.76998E+15,//@顶尖调酒师:哀莫大于心不死，幸莫过于死彻底
32724,22.67892,113.16984,广东 佛山,海岛主人SJB,2014/7/5 0:00,0:42:00,6,m,2723445991,77,90,338,Mon Apr 30 21:22:54 +0800 2012,,3.76938E+15,人生说不尽，道不完！记住两点就行了，一，前半生，不害怕；二，后半生，不后悔！
39143,22.73763,113.80172,广东 汕尾,找回自己的--晖晖,2014/7/5 0:00,0:42:00,15,f,2645174740,88,77,68,Sat Dec 31 15:50:32 +0800 2011,,3.73329E+15,想看！
44417,22.8965,112.895,广东 佛山,#NAME?,2014/7/5 0:00,0:42:00,6,f,2450367580,245,107,174,Thu Oct 06 21:52:04 +0800 2011,,3.76735E+15,@Mario_周军
44418,22.90383,112.97092,广东 佛山,十年我们一起走LOVE,2014/7/5 0:00,0:42:00,6,f,2332153452,119,202,123,Tue Aug 23 08:04:51 +0800 2011,,3.76422E+15,http://t.cn/zR9e2OG★★★★★怒赞，加油
54474,22.93488,113.93757,广东 东莞,幽默搞笑大傻砖家,2014/7/5 0:00,0:42:00,19,m,1792165043,65,57,844,Wed Aug 11 21:22:53 +0800 2010,qq119284816077qqq,3.76749E+15,北京风光，百里尘封，千里埃飘。望长城内外，雾霾茫茫，海河上下，瘴气沼沼。烟舞银蛇，垃圾万象，欲与天公试比高。须晴日，看京华塑裹，分外妖娆，江山如此糟糕，引无数贪官竞折腰。惜大小污吏，只识美女小细腰。惧往矣，数祸害环境，还数今朝。
54475,22.91674,113.91489,广东 梅州,小翠哋,2014/7/5 0:00,0:42:00,14,f,2618525531,383,491,570,Thu Feb 16 08:40:48 +0800 2012,,3.76971E+15,转发微博
71908,23.1113,113.2113,广东 广州,Habittourism,2014/7/5 0:00,0:42:00,1,f,3058086685,122,115,2176,Fri Oct 19 14:39:18 +0800 2012,,3.76954E+15,转发微博
94602,23.11237,113.53975,广东 广州,浮生若梦_浮尘如空,2014/7/5 0:00,0:42:00,1,f,2017729403,74,98,1445,Thu Mar 10 19:54:42 +0800 2011,,3.75738E+15,@废柴君2011 
97279,23.00716,113.74248,湖北 咸宁,罗先生-罗路,2014/7/5 0:00,0:42:00,12,m,2499315760,131,117,483,Fri Oct 28 18:24:36 +0800 2011,,3.7693E+15,[泪][泪][泪]
97280,23.04846,113.7656,广东 东莞,June_WY,2014/7/5 0:00,0:42:00,19,f,1801955782,225,147,684,Sat Aug 28 17:17:21 +0800 2010,,3.75542E+15,世界上没有两全之策，必须取舍。
104636,23.14913,113.2337,广东 广州,楼上的博主是sb,2014/7/5 0:00,0:42:00,1,m,2684552540,331,138,165,Wed Jan 25 15:06:24 +0800 2012,,3.7635E+15,#一起去看月全食# http://t.cn/RhDKPyn
104637,23.15376,113.23246,广东,gan尐4,2014/7/5 0:00,0:42:00,1000,f,2754970623,8,22,20,Thu Nov 29 21:18:14 +0800 2012,,3.75941E+15,#陌陌5.2# 新增账号登录保护功能，分享商家邀好友同去，游戏成就在资料页展示，给你一个安全，新奇的社交环境。| 下载地址：http://t.cn/RhlB4Em 
105729,23.11389,113.2463,其他,用户5204244907,2014/7/5 0:00,0:42:00,1000,m,5204244907,2,33,8,Sat Jul 05 00:38:32 +0800 2014,,3.72878E+15,转发微博
105730,23.1774,113.24279,广东 珠海,ANTHONY-Ru,2014/7/5 0:00,0:42:00,4,m,1896135755,1420,291,717,Sat Dec 18 02:10:58 +0800 2010,,3.76778E+15,和大神一起，就是不同。[哈哈] http://t.cn/R7qeshX
107527,23.11142,113.24036,四川 成都,鱼鱼你别皱眉i,2014/7/5 0:00,0:42:00,1,f,2460869951,129,110,263,Sat Nov 12 18:23:16 +0800 2011,,3.76951E+15,听2店小伙伴说今早有个很乖的女生去换货报我名字 我第一反应是你咯 @张燕妮yan
108124,23.14222,113.14155,广东 佛山,琪琪蕾蕾妈咪,2014/7/5 0:00,0:42:00,6,f,3771656005,24,49,48,Wed Sep 04 15:48:16 +0800 2013,,3.76226E+15,十年了，重游旧地，身边还带上俩小淘气，感觉好幸福，感恩生命遇见你，让我的生活从始变得如此精彩！ http://t.cn/Rhdy7R3
141666,23.214,113.26719,广东 中山,橘Zi_会飞,2014/7/5 0:00,0:42:00,20,m,2178391293,238,191,1098,Tue Jun 14 12:41:29 +0800 2011,sylat,3.76777E+15,待你偷来第一缕晚霞，我便醒来。[微风]
141667,23.23307,113.25572,广东 佛山,hhy大面积被羲峰吹着,2014/7/5 0:00,0:42:00,6,f,2132090915,679,1111,3547,Fri May 13 10:38:47 +0800 2011,theyouthangle,3.77006E+15,转发微博
142576,23.1828,113.25938,广东 广州,一条路_一颗心,2014/7/5 0:00,0:42:00,1,m,1791543742,43,41,338,Sun Apr 15 11:11:55 +0800 2012,,3.7707E+15,终于可以做一个疯子，疯疯癫癫，无拘无束，放荡不羁！！ http://t.cn/R7oZzX2
142577,23.21575,113.30117,广东 广州,USANA-Zhong小迷,2014/7/5 0:00,0:42:00,1,f,2151387580,1862,1943,850,Mon May 30 22:56:09 +0800 2011,,3.77034E+15,好喜欢这张照片 呆呆的在笑 很喜欢自己每天都开开心心的样子💓 http://t.cn/RvFpHNM
144780,23.17709,113.26597,广东 广州,Emma_曾思敏,2014/7/5 0:00,0:42:00,1,f,1934559423,916,367,4600,Tue Jan 25 20:35:07 +0800 2011,emmazengsimin,3.76828E+15,多久没刷微博了？ http://t.cn/8kFyOfO
146129,23.20606,113.37606,广东 江门,YsummerC,2014/7/5 0:00,0:42:00,7,f,3517709167,187,214,208,Sat Jun 08 21:34:01 +0800 2013,,3.75977E+15, //@单身更要爱自己:get //@如厕必备读物:get//@噗尺：get//@秘密菌: get//@啪几下: get//@补刀君: get//@裸睡先生: get//@番羽土啬君: get
156479,23.40539,113.46086,广东,lonely-俊炜,2014/7/5 0:00,0:42:00,1000,m,2314932041,266,198,995,Sun Aug 21 10:52:43 +0800 2011,,3.7695E+15,禮包1
157055,23.64198,113.06498,广东 清远,-向缘燐葵-,2014/7/5 0:00,0:42:00,18,m,1924852167,534,168,2286,Mon Jan 17 19:53:39 +0800 2011,lin3971,3.77072E+15,马//@樸蔡被南優賢死死圈住://@金明洙妹妹金暗洙: m//@明洙L罒3罒L:妈个鸡！！//@圭噜噜:m//@大屌罩我去战斗:马！//@咸肉块:m //@灌汤包只:！！//@M艾一古:我操收藏了 //@高冷屌://@割鸡割鸡割鸡割鸡割鸡割鸡割鸡: 哇塞！！ //@回忆专用小马甲:炸裂！！！这个
4575,22.56645,113.25022,广东 中山,盲鬼__,2014/7/5 0:00,0:43:00,20,f,2196013860,39,98,86,Sun Jun 26 14:02:34 +0800 2011,,3.76756E+15,做人太累了，是时候做出决定了，[拜拜]晚安！ http://t.cn/R7qAukX
7486,22.50889,113.3966,广东 中山,晴天哇娃_李淑媚,2014/7/5 0:00,0:43:00,20,f,2722801545,365,311,1437,Sun Apr 15 16:47:30 +0800 2012,,3.77041E+15,人越成熟就会发现不能接受的事情越来越少。 http://t.cn/z82hU5Z
7487,22.59639,113.38131,海外 美国,LOVE_萌帕,2014/7/5 0:00,0:43:00,1,m,3500131207,822,150,2268,Thu May 30 07:30:45 +0800 2013,,3.76972E+15,我更新了微博iPad客户端V3.6.0啦！全新支持iOS8~①新增会员购买功能；②新增综合搜索功能；③新增小清新背景图。快来和我一起体验吧！App store下载地址：http://t.cn/h98rBI
9201,22.53225,113.93708,广东 深圳,浩hao1,2014/7/5 0:00,0:43:00,3,m,5099059422,3,58,22,Sat Apr 05 00:33:46 +0800 2014,,3.72877E+15,美体小铺生姜洗发露 防脱发去屑控油http://t.cn/RvBPhLB
9202,22.5369,113.92109,广东 深圳,小蜜蜂香港代购店,2014/7/5 0:00,0:43:00,3,f,1657927550,8265,985,12573,Mon Nov 02 10:06:42 +0800 2009,,3.77041E+15,安全过关啦。今天的战果。
9690,22.58542,113.89106,广东 深圳,dicky--chan,2014/7/5 0:00,0:43:00,3,m,2151992430,47,81,1211,Tue May 31 12:55:02 +0800 2011,,3.75123E+15,得到5星以上装备
10746,22.5369,113.92109,广东 深圳,卢小梦变卢大梦,2014/7/5 0:00,0:43:00,3,f,1973744867,562,322,1434,Sun Mar 13 21:02:04 +0800 2011,,3.77043E+15,@挑染短发卢 你要的压力袜来了！！！！我入，看你自己了！
11181,22.56716,113.89076,广东 梅州,LL浮生若梦-,2014/7/5 0:00,0:43:00,14,m,5081597193,14,12,46,Sat Mar 22 13:52:31 +0800 2014,,3.76984E+15,好吧，是我矫情。[织][织][织][织][织][织][织] http://t.cn/R7iYTAo
11182,22.5178,113.94963,北京 朝阳区,OceanSky23,2014/7/5 0:00,0:43:00,5,m,2402090257,1110,30,22758,Sat Oct 08 14:47:58 +0800 2011,,3.77E+15,一天没出门感觉在家迷迷糊糊的，还是应该出门疯比较适合我 http://t.cn/z8Aa37P
11672,22.5369,113.92109,广东 广州,HXYYWB,2014/7/5 0:00,0:43:00,1,f,2707780120,134,87,740,Mon Feb 06 10:41:40 +0800 2012,,3.77038E+15,[嘻嘻][嘻嘻][嘻嘻]
14297,22.5224,114.03199,湖南 益阳,fuyao耀,2014/7/5 0:00,0:43:00,9,m,1010232661,17,30,6,Fri Feb 28 20:15:53 +0800 2014,,3.74433E+15,分享图片 http://t.cn/8kRR5pA
15947,22.5224,114.03199,湖北 武汉,帝王星辰,2014/7/5 0:00,0:43:00,1,f,2093018172,304,167,575,Fri Apr 08 12:56:38 +0800 2011,,3.76709E+15,匆匆那年，如果换作是我，我会选择乔燃，感情的轰动抵不过漫长的平凡岁月，我们都是平凡的人，只希望有一个平凡真实简单有安全感的人陪伴，不知道从什么开始，已不再期许，开始坚信凭自己的努力可以改变。
19646,22.59138,113.96179,广东 深圳,卡樂汇-专业汽车贴膜改色,2014/7/5 0:00,0:43:00,3,m,2874851012,59,56,91,Thu Jul 19 23:43:09 +0800 2012,,3.76989E+15,卡乐汇 有微信公众号啦[鼓掌][鼓掌][鼓掌]～喜欢的朋友可以关注一下哦[爱你][爱你][爱你] http://t.cn/R7iku5C
27169,22.67255,113.82738,广西 南宁,Tcm_梦梦梦梦,2014/7/5 0:00,0:43:00,21,f,2769472171,91,59,500,Thu Jun 28 22:08:54 +0800 2012,,3.77042E+15,刚刚刷出来的新玩家。不忍直视，居然叫 “小日本帝国万岁”  😠这简直就是要作死的节奏啊！  可惜姐姐的兵力不够强，😂😂不然一定攻他个片甲不留！ ！  @海岛奇兵Boom-Beach
35071,22.78601,113.38369,广东 广州,丶想你的她,2014/7/5 0:00,0:43:00,1,f,2715944611,79,40,397,Sat Apr 21 17:38:30 +0800 2012,,3.73962E+15,分享图片 http://t.cn/RPiKDCT
35072,22.76213,113.33779,广东 佛山,奋斗伟纬,2014/7/5 0:00,0:43:00,6,m,3264846265,28,80,76,Mon Apr 08 21:10:47 +0800 2013,,3.77049E+15,既然你已经不在乎了，那我只能选择离开，如果可以的话，相信很快就离开这一起差不多五年工作的地方，有着我们很多、很多很多的故事，接下来只能好好珍惜这几天一起在这个工作地方，工作上虽然说话很少，但只能看到你，记住你的微笑就可以了。 http://t.cn/R7asKCQ
35830,22.74768,113.57394,广东,凉佳琪ing,2014/7/5 0:00,0:43:00,1000,f,2980824645,19,51,9,Fri Oct 05 23:34:07 +0800 2012,,3.73544E+15,[带着微博去旅行][带着微博去旅行]
38201,22.76651,113.83491,重庆 渝北区,静静在回忆里等你,2014/7/5 0:00,0:43:00,12,f,3836933978,163,107,2185,Mon Oct 07 16:06:44 +0800 2013,,3.77043E+15,大晚上突然打雷下雨的，好吓人[衰] http://t.cn/R7au0BF
44416,22.83243,112.99306,广东 佛山,-何B崽-,2014/7/5 0:00,0:43:00,6,m,2694481234,106,72,117,Mon Jan 30 18:02:09 +0800 2012,,3.76738E+15,雅马哈包揽了冠亚军！
54472,22.81537,113.97372,其他,用户5205189100,2014/7/5 0:00,0:43:00,1000,m,5205189100,2,14,17,Sat Jul 05 00:35:27 +0800 2014,,3.7505E+15,乐人之乐，人亦乐其乐；忧人之忧，人亦忧其忧。
58287,23.0154,113.1377,广东 广州,爱笑的Angel,2014/7/5 0:00,0:43:00,1,f,2322143072,97,54,374,Fri Aug 19 12:16:36 +0800 2011,,3.7703E+15,遇到对的人之前，可能很多人都会给自己的爱情设定许多条件，多高、多美，多优秀，多好的家世，可是真的遇到了那个人才知道，原来爱情不需要这些，爱情是我们自己都无法理解的一种感觉，即使从前设定的条件他一项都不符合，可还是爱他。
58981,22.98539,113.10939,广东 潮州,潘泰-,2014/7/5 0:00,0:43:00,51,m,2907743571,117,120,178,Wed Aug 01 22:47:19 +0800 2012,,3.77027E+15,转发微博
71460,23.05779,113.11769,广东 佛山,小宇HJYCJZ,2014/7/5 0:00,0:43:00,6,f,2952793171,79,144,94,Wed Sep 19 02:27:06 +0800 2012,,3.77E+15,#赵丽颖撞衫杨幂# 撞衫 杨幂更美 详情:http://t.cn/R7vbSka
92328,23.12771,113.41279,广东 茂名,吳文婷喜歡哆啦A雞,2014/7/5 0:00,0:43:00,9,f,2669189365,220,125,110,Mon Mar 19 08:06:49 +0800 2012,,3.77009E+15,[害羞][害羞][害羞][害羞]我只想说我睡了@-李李李大宛 晚安。哈哈。别气疯了[鲜花][鲜花][鲜花]
94600,23.09877,113.48074,广东 茂名,隐约看到的Li朝健,2014/7/5 0:00,0:43:00,9,m,2715899443,145,112,286,Sat Apr 21 17:31:40 +0800 2012,lovejackylove1314,3.72877E+15,今晚真的让我彻底地心寒了，我发誓以后都不会让这种事发生…… http://t.cn/RvBBcO7
94601,23.0876,113.4935,广东 广州,significant--essential,2014/7/5 0:00,0:43:00,1,f,2075551237,119,94,786,Fri Apr 08 10:13:28 +0800 2011,,3.76585E+15,转发微博
101486,23.07055,114.01577,湖南 长沙,勿忘心安_Hong,2014/7/5 0:00,0:43:00,1,f,3266645314,156,278,614,Fri Apr 12 22:11:20 +0800 2013,,3.76969E+15,就是这个feel倍儿爽[赞][赞][赞]
